country,region_type,instance,instance_type,reference_ids,workday_id,workbook_value_descriptor,reference_id
Afghanistan,Province,Badakhshān,Country_Region_ID,AFG-BDS,4d8f024c68ed4c7492cc5a29f6363709,North Holland,NLD-NH
Afghanistan,Province,Bādghīs,Country_Region_ID,AFG-BDG,2b709c7c3a3c4966800dc6674cd247b8,New York,USA-NY
Afghanistan,Province,Baghlān,Country_Region_ID,AFG-BGL,29444d9295de4676bda1155854eb7224,Georgia,USA-GA
Afghanistan,Province,Balkh,Country_Region_ID,AFG-BAL,b219738bf5034574b8e4a2e866aca99b,,
Afghanistan,Province,Bāmyān,Country_Region_ID,AFG-BAM,4c960cc13a354ff8a3f6b87e1a908394,,
Afghanistan,Province,Dāykundī,Country_Region_ID,AFG-DAY,7b86abf90ce546cdaf3bef0df11bb94b,,
Afghanistan,Province,Farāh,Country_Region_ID,AFG-FRA,5384e9a8f23c42b0a771ac95dbec294a,,
Afghanistan,Province,Fāryāb,Country_Region_ID,AFG-FYB,632d794b601244a4a7cda26a86ec42bf,,
Afghanistan,Province,Ghaznī,Country_Region_ID,AFG-GHA,f4f8bd1c37c64db28afe206a1d3445ff,,
Afghanistan,Province,Ghōr,Country_Region_ID,AFG-GHO,7e1065a7620244eea8f6d1bd6793cd89,,
Afghanistan,Province,Helmand,Country_Region_ID,AFG-HEL,6c68b6470add4bda83ab93ca2565bb98,,
Afghanistan,Province,Herāt,Country_Region_ID,AFG-HER,1d7055e8db2840d99ba26eea6bf8ed98,,
Afghanistan,Province,Jowzjān,Country_Region_ID,AFG-JOW,7f8aa5ed0a544c70852eb2b5fece0d78,,
Afghanistan,Province,Kābul,Country_Region_ID,AFG-KAB,2a70fce4ec0d453d8e6f9346e4cf5e7e,,
Afghanistan,Province,Kandahār,Country_Region_ID,AFG-KAN,d375834ad0fe42dca984c4e40514711a,,
Afghanistan,Province,Kāpīsā,Country_Region_ID,AFG-KAP,4446c07e75914f08aca2f3794e4c29c3,,
Afghanistan,Province,Khōst,Country_Region_ID,AFG-KHO,9829b08319a844c4a31688958e7214c1,,
Afghanistan,Province,Kunar,Country_Region_ID,AFG-KNR,672f08667714471ca70da42df112da02,,
Afghanistan,Province,Kunduz,Country_Region_ID,AFG-KDZ,f3e43a65536745b49efbc1d6c256fd58,,
Afghanistan,Province,Laghmān,Country_Region_ID,AFG-LAG,a4c4ab679ed34bc5afcc98d0175be7d4,,
Afghanistan,Province,Lōgar,Country_Region_ID,AFG-LOG,3fd615a6356f4473b42b9c0395cac371,,
Afghanistan,Province,Nangarhār,Country_Region_ID,AFG-NAN,4772a953055e44ef8e3f43dedbd19cda,,
Afghanistan,Province,Nīmrōz,Country_Region_ID,AFG-NIM,44d06d693c344fbd81aa43bda21a9ddb,,
Afghanistan,Province,Nūristān,Country_Region_ID,AFG-NUR,219985280b014bf28aa92c7e10ebd50a,,
Afghanistan,Province,Uruzgān,Country_Region_ID,AFG-URU,c18c146a7ae449d384186a25d3050aa5,,
Afghanistan,Province,Paktiyā,Country_Region_ID,AFG-PIA,6bf609ab3ff144da87d110de8f8ada76,,
Afghanistan,Province,Paktīkā,Country_Region_ID,AFG-PKA,cb2ad5deaf4441c295988f281ac6362d,,
Afghanistan,Province,Panjshayr,Country_Region_ID,AFG-PAN,0d5a986484e049e8b0fda283d33528ea,,
Afghanistan,Province,Parwān,Country_Region_ID,AFG-PAR,5f0d036ebd3b40f688f49ceaa50a224d,,
Afghanistan,Province,Samangān,Country_Region_ID,AFG-SAM,4103b71b08c34142baf7270757b758a2,,
Afghanistan,Province,Sar-e Pul,Country_Region_ID,AFG-SAR,9dc7a87b001f405687d447dedf9ef27a,,
Afghanistan,Province,Takhār,Country_Region_ID,AFG-TAK,fb222b08bf2b4bb29e636fcb2796db79,,
Afghanistan,Province,Wardak,Country_Region_ID,AFG-WAR,a28a4cb024c3429b9806634259d6140a,,
Afghanistan,Province,Zābul,Country_Region_ID,AFG-ZAB,e17aa335250a46e3b48a8e25ac66d226,,
Albania,County,Berat,Country_Region_ID,ALB-01,e917222c3d7540b3804d593fc0766e15,,
Albania,County,Dibër,Country_Region_ID,ALB-09,c0d3935a060a4a7f8557c6fd07f824cb,,
Albania,County,Durrës,Country_Region_ID,ALB-02,b6f62954fc3d4f6b992a0ae9fa26bef1,,
Albania,County,Elbasan,Country_Region_ID,ALB-03,f768067b0ef54462af7eb279a782dfbd,,
Albania,County,Fier,Country_Region_ID,ALB-04,0c0de0e4fce84115a92295feaf0044f5,,
Albania,County,Gjirokastër,Country_Region_ID,ALB-05,2fd07148e7174a11b78b156f78c316a0,,
Albania,County,Korçë,Country_Region_ID,ALB-06,d43a1c2a8b624dbb93bb8f928b6246cc,,
Albania,County,Kukës,Country_Region_ID,ALB-07,,,
Albania,County,Lezhë,Country_Region_ID,ALB-08,591154832d0545b7b6489775a1a108ad,,
Albania,County,Shkodër,Country_Region_ID,ALB-10,4081f48e555949f496cb238fdd49e62e,,
Albania,County,Tiranë,Country_Region_ID,ALB-11,abdac97329a54f50a570a03cf327ca77,,
Albania,County,Vlorë,Country_Region_ID,ALB-12,a995c6b134634be7bc8194567559014b,,
Algeria,Province,Adrar,Country_Region_ID,DZA-01,c6c877c850fb4b32a031fd032c53326d,,
Algeria,Province,Chlef,Country_Region_ID,DZA-02,7a2af54e24194c76aeee8c08ef9cb13c,,
Algeria,Province,Laghouat,Country_Region_ID,DZA-03,455f1962bb2d48d6a5b7470a118ecbbf,,
Algeria,Province,Oum el Bouaghi,Country_Region_ID,DZA-04,7677ae3114824e42814d57f2ca8e1026,,
Algeria,Province,Batna,Country_Region_ID,DZA-05,f10a3f9f3c104853b165a9278d49153f,,
Algeria,Province,Bejaja,Country_Region_ID,DZA-06,4cda8837132c441cbf681c24e07421b5,,
Algeria,Province,Biskra,Country_Region_ID,DZA-07,a4eb25b468ff40c681e113af5538555e,,
Algeria,Province,Bechar,Country_Region_ID,DZA-08,6a374120b9734f128485fdea4a303d3b,,
Algeria,Province,Blida,Country_Region_ID,DZA-09,113b58c9c6dc4f49bca6f12980743b30,,
Algeria,Province,Bouira,Country_Region_ID,DZA-10,4ff2d3a4ebad46e9ab7fcf91fc7a57c9,,
Algeria,Province,Tamanghasset,Country_Region_ID,DZA-11,f21cc81f323a443b8bf415f2ea5fb570,,
Algeria,Province,Tebessa,Country_Region_ID,DZA-12,95fa103cbd434243ab764fd9a2572f53,,
Algeria,Province,Tlemcen,Country_Region_ID,DZA-13,caeba3508798489c886e9dae13b16b9c,,
Algeria,Province,Tiaret,Country_Region_ID,DZA-14,706106ba75fe43dbb81901db304d8c6c,,
Algeria,Province,Tizi Ouzou,Country_Region_ID,DZA-15,36c01ef005364ae68aafe1cc72cfacdb,,
Algeria,Province,Algiers,Country_Region_ID,DZA-16,b90e86f29caa4f98aed579751a32c47c,,
Algeria,Province,Djelfa,Country_Region_ID,DZA-17,ee2e2ef1bd4e4128b5697b2884d9be45,,
Algeria,Province,Jijel,Country_Region_ID,DZA-18,72e065ea48dd470f998323e4720b1340,,
Algeria,Province,Setif,Country_Region_ID,DZA-19,932ac3c4721e4407aee35efb0dd58c75,,
Algeria,Province,SaIda,Country_Region_ID,DZA-20,065dacfa368f45d992b2b6624f325bff,,
Algeria,Province,Skikda,Country_Region_ID,DZA-21,e3d24d6d41f74e079a3c58e0f222fddb,,
Algeria,Province,Sidi Bel Abbes,Country_Region_ID,DZA-22,f9e6497176ea407e8729d255b6741c8e,,
Algeria,Province,Annaba,Country_Region_ID,DZA-23,b8df978e9507406ea7d421fbfd847194,,
Algeria,Province,Guelma,Country_Region_ID,DZA-24,40974d81e9fe47a09da15447a68e0061,,
Algeria,Province,Constantine,Country_Region_ID,DZA-25,96478440f682430a9143c5c1c9b86d3d,,
Algeria,Province,Medea,Country_Region_ID,DZA-26,5b7d1ba038a443fa84b20d483f4d1877,,
Algeria,Province,Mostaganem,Country_Region_ID,DZA-27,9727db75524f4f80adcc1df4b0a9313d,,
Algeria,Province,Msila,Country_Region_ID,DZA-28,2d2a314548bb40eea6ee8508ff9a525c,,
Algeria,Province,Mascara,Country_Region_ID,DZA-29,d89bff18c80e4d2da5378b886a89edcd,,
Algeria,Province,Ouargla,Country_Region_ID,DZA-30,9f8bc6e4bb0248c29616ab5a01d1ff8b,,
Algeria,Province,Oran,Country_Region_ID,DZA-31,62c981a06081415cab13694227040c78,,
Algeria,Province,El Bayadh,Country_Region_ID,DZA-32,0ade1d1d56aa40689721db076816a441,,
Algeria,Province,Illizi,Country_Region_ID,DZA-33,a5da96a42ab24c66863ee1e9484d6bef,,
Algeria,Province,Bordj Bou Arreridj,Country_Region_ID,DZA-34,0d64d288ad5846f7a764782a939a2bd6,,
Algeria,Province,Boumerdes,Country_Region_ID,DZA-35,0ee876d7025345b093767d81b441e674,,
Algeria,Province,El Tarf,Country_Region_ID,DZA-36,23476a2e39ca46cbb26a0b8a6b7f966e,,
Algeria,Province,Tindouf,Country_Region_ID,DZA-37,6fdf97f6aa314ace9dfdcb829af10461,,
Algeria,Province,Tissemsilt,Country_Region_ID,DZA-38,60fd448531e44b3ea9e204807eba93e7,,
Algeria,Province,El Oued,Country_Region_ID,DZA-39,c0adc790d4604e06a5309ef8c967e969,,
Algeria,Province,Khenchela,Country_Region_ID,DZA-40,cd0b3f9a80e6430b874f626ead355274,,
Algeria,Province,Souk Ahras,Country_Region_ID,DZA-41,5eeed5cde3b040208ff282dcc42fcfb9,,
Algeria,Province,Tipaza,Country_Region_ID,DZA-42,8d39f2426918476b93e41af1900dfe01,,
Algeria,Province,Mila,Country_Region_ID,DZA-43,4c058334a77447f581f472551123f992,,
Algeria,Province,Ain Defla,Country_Region_ID,DZA-44,d5781a3e577643fcb6eccf06a9c1d15f,,
Algeria,Province,Naama,Country_Region_ID,DZA-45,004a822d179547d29dd35ffa32aa8a66,,
Algeria,Province,Ain Temouchent,Country_Region_ID,DZA-46,b712d220f336411ea5adb18cfb38aba5,,
Algeria,Province,Ghardaia,Country_Region_ID,DZA-47,e6b99aade2a34e1fa97cf3b77381d584,,
Algeria,Province,Relizane,Country_Region_ID,DZA-48,ba8b84f77fe84fce915deae48cc13f4f,,
Andorra,Parish,Andorra la Vella,Country_Region_ID,AND-07,d7cd7f5066984b009db86f1b53928b11,,
Andorra,Parish,Canillo,Country_Region_ID,AND-02,0cbc38d80bcc454dac4934782bc3028c,,
Andorra,Parish,Encamp,Country_Region_ID,AND-03,a0cf317ebca64b1e82a0d16079ee963f,,
Andorra,Parish,Escaldes-Engordany,Country_Region_ID,AND-08,8a4b2b58fc46450195c75f660529c382,,
Andorra,Parish,La Massana,Country_Region_ID,AND-04,2fdd41dd9416482ea95a2127ea93e296,,
Andorra,Parish,Ordino,Country_Region_ID,AND-05,167d95754c6e46a688a278dfb098a721,,
Andorra,Parish,Sant Julià de Lòria,Country_Region_ID,AND-06,027f90c5d9024e6eb91827d79e8f52dd,,
Angola,Province,Bengo,Country_Region_ID,AGO-BGO,37e3f0c267f74853bbff8b20efcbc508,,
Angola,Province,Benguela,Country_Region_ID,AGO-BGU,51c99b8a18644171bf985d817f44b2eb,,
Angola,Province,Bié,Country_Region_ID,AGO-BIE,cbbb58b42af940a6a7aae1f262a44554,,
Angola,Province,Cabinda,Country_Region_ID,AGO-CAB,a1bcad6c735649c19c4a7d842bca2c81,,
Angola,Province,Cuando-Cubango,Country_Region_ID,AGO-CCU,d7473dae50f54806bfd3ee30570ff3b5,,
Angola,Province,Cuanza Norte,Country_Region_ID,AGO-CNO,e3a0a26eab41433994e96085d28f8a10,,
Angola,Province,Cuanza Sul,Country_Region_ID,AGO-CUS,65dd8b2aa67a43cb9a1d20448030c778,,
Angola,Province,Cunene,Country_Region_ID,AGO-CNN,8ed4d54f0631431491390953c2438f29,,
Angola,Province,Huambo,Country_Region_ID,AGO-HUA,112fce9ce3fc4fee849b2c292c462703,,
Angola,Province,Huíla,Country_Region_ID,AGO-HUI,6080c3b66ba641f7b40e227ae577eefe,,
Angola,Province,Luanda,Country_Region_ID,AGO-LUA,dc289b7fae1d445bad389689334c0bcd,,
Angola,Province,Lunda Norte,Country_Region_ID,AGO-LNO,f59c8c952c2b4f1386afa0958f98296a,,
Angola,Province,Lunda Sul,Country_Region_ID,AGO-LSU,65ee9fd6aa1f4993926e8619baca42b8,,
Angola,Province,Malange,Country_Region_ID,AGO-MAL,66c403f37ac6466f85b602ec1cbb26f3,,
Angola,Province,Moxico,Country_Region_ID,AGO-MOX,426f58336d1742c098fc045d021b7a60,,
Angola,Province,Namibe,Country_Region_ID,AGO-NAM,2534c1dcdc4649708581fa3b4d9c5d97,,
Angola,Province,Uíge,Country_Region_ID,AGO-UIG,9d59069ceffe4a739148eb02ac4e35d3,,
Angola,Province,Zaire,Country_Region_ID,AGO-ZAI,ea3fd28429d548b49041acf8ca56514b,,
Argentina,Federal District,Capital Federal,Country_Region_ID,ARG-C,758d5939ee334162b54a2ef2d7d29ab6,,
Argentina,Province,Salta,Country_Region_ID,ARG-A,6cdeda8e24514447802492d01abfdbb6,,
Argentina,Province,Buenos Aires,Country_Region_ID,ARG-B,309fa479bd0f44188682eed16739a814,,
Argentina,Province,San Luis,Country_Region_ID,ARG-D,94b39fc3100f4653acf6dd008dc9f78c,,
Argentina,Province,Entre Rios,Country_Region_ID,ARG-E,0e9f3f9056ad428c99819b00dec0afb9,,
Argentina,Province,La Rioja,Country_Region_ID,ARG-F,189bed481f054fa9a20ced9aeabab899,,
Argentina,Province,Santiago del Estero,Country_Region_ID,ARG-G,79f4b8127e2e40d582685c6185ed5260,,
Argentina,Province,Chaco,Country_Region_ID,ARG-H,cb387aa7e09f41a8a964842e9b69776b,,
Argentina,Province,San Juan,Country_Region_ID,ARG-J,95812d4edf644940b45a4226b03f6cf0,,
Argentina,Province,Catamarca,Country_Region_ID,ARG-K,7c0af887e09d404b957c88bb1159e4ab,,
Argentina,Province,La Pampa,Country_Region_ID,ARG-L,624c489c7abe4ce1b12e073d41af830d,,
Argentina,Province,Mendoza,Country_Region_ID,ARG-M,9c13451353504877bc0fb3855a01f9d2,,
Argentina,Province,Misiones,Country_Region_ID,ARG-N,1d99356933d14c768cc36dc93740acfe,,
Argentina,Province,Formosa,Country_Region_ID,ARG-P,ca077251acde4073999ad11f5e6d08bc,,
Argentina,Province,Neuquen,Country_Region_ID,ARG-Q,976476179a3e4cacac57bffc8750ff03,,
Argentina,Province,Rio Negro,Country_Region_ID,ARG-R,e40eb9ae5df34a008929da89c2a232cc,,
Argentina,Province,Santa Fe,Country_Region_ID,ARG-S,befe350bef3442d2a488eec23b62bb5f,,
Argentina,Province,Tucuman,Country_Region_ID,ARG-T,9a2399283fed44aa9627b6375c3e9c69,,
Argentina,Province,Chubut,Country_Region_ID,ARG-U,289536ce6930415da16ac3ca26c8bbe1,,
Argentina,Province,Tierra del Fuego,Country_Region_ID,ARG-V,73d7b63de7124eadbb4305d7c6552664,,
Argentina,Province,Corrientes,Country_Region_ID,ARG-W,0f6a31ad091444efbdbff7ce8dfc0bed,,
Argentina,Province,Cordoba,Country_Region_ID,ARG-X,a84072cd5caf4907915a7a03366f77ab,,
Argentina,Province,Jujuy,Country_Region_ID,ARG-Y,cbad21df3d80473fb9271d298d45247a,,
Argentina,Province,Santa Cruz,Country_Region_ID,ARG-Z,beee42f133a2435fa7e3352e6f6ebae5,,
Armenia,City,Erevan,Country_Region_ID,ARM-ER,440ec6a672cc4afabe5ef9fd485076b4,,
Armenia,Region,Vayoc Jor,Country_Region_ID,ARM-VD,01859ec970f04a11b3cbcc04c16197b3,,
Armenia,Region,Tavuš,Country_Region_ID,ARM-TV,384d0cb8618f4b67900ef64b36e91ae7,,
Armenia,Region,Syunik',Country_Region_ID,ARM-SU,a136a4787497410cb314e7659b1ba585,,
Armenia,Region,Sirak Širak,Country_Region_ID,ARM-SH,b9caf1fc607f4b9f87ee7538f0165fd9,,
Armenia,Region,Loṙy,Country_Region_ID,ARM-LO,a55566b8037344d7be52c7012b1152a5,,
Armenia,Region,Kotayk',Country_Region_ID,ARM-KT,c0e1e2b7535e40fdb847609f3db3a728,,
Armenia,Region,Geġark'unik',Country_Region_ID,ARM-GR,493285c536d64176b19a8ed12c6b37ef,,
Armenia,Region,Armavir,Country_Region_ID,ARM-AV,0ddeae39f6df417bb791bdc3858d5cab,,
Armenia,Region,Ararat,Country_Region_ID,ARM-AR,ab28168cb4eb45e9bf0ffc56fdc91fff,,
Armenia,Region,Aragac̣otn,Country_Region_ID,ARM-AG,84a282321f50441a8fe36040f9b90027,,
Australia,State,New South Wales,Country_Region_ID,AUS-NSW,c7cff0e46d864ae49ef40b4ba71e7e5c,,
Australia,State,Queensland,Country_Region_ID,AUS-QLD,1f25a5a5a98e4be1b1f49d5ad0ac8230,,
Australia,State,South Australia,Country_Region_ID,AUS-SA,fe22ac414d814113b975e4944a564b13,,
Australia,State,Tasmania,Country_Region_ID,AUS-TAS,72de81fc3e6c414ebfbc8bb8f7a2c2c8,,
Australia,State,Victoria,Country_Region_ID,AUS-VIC,e532928533d343429da67e9c7399cdcc,,
Australia,State,Western Australia,Country_Region_ID,AUS-WA,ab28d9dc175e444fa11c7c0f28f52e2c,,
Australia,Territory,Australian Capital Territory,Country_Region_ID,AUS-ACT,176b48f059cc4808b4d5ca033dfa986b,,
Australia,Territory,Northern Territory,Country_Region_ID,AUS-NT,85b9260a94dc463eadd4ed79be2992ff,,
Austria,State,Burgenland,Country_Region_ID,AUT-1,66d2b4609b7f4c7aa2e34acf365ab1de,,
Austria,State,Carinthia,Country_Region_ID,AUT-2,0fb52ba5399f4755917d69cbfd1b3b35,,
Austria,State,Lower Austria,Country_Region_ID,AUT-3,f43b5421a227407cafd36f6c49abf6db,,
Austria,State,Upper Austria,Country_Region_ID,AUT-4,8c864bddaa754daca3ee9028a54ed348,,
Austria,State,Salzburg,Country_Region_ID,AUT-5,3af5dbf89f164c3dbb47d12edb093d71,,
Austria,State,Styria,Country_Region_ID,AUT-6,9c78ea59182e41619091f2c0efb1f35b,,
Austria,State,Tyrol,Country_Region_ID,AUT-7,a6d9cf48be154939abda279a275763c1,,
Austria,State,Vorarlberg,Country_Region_ID,AUT-8,eb8327b8071d4011ac36f81ce91c6dea,,
Austria,State,Vienna,Country_Region_ID,AUT-9,bf4ab6a367d44181a8c4bdd8610eeacb,,
Azerbaijan,Autonomous Republic,Naxçıvan,Country_Region_ID,AZE-NX,796db1924ac64890b651a50ab74c8357,,
Azerbaijan,District,Abşeron,Country_Region_ID,AZE-ABS,ec0f5b038f6d4c76a7132828796cd099,,
Azerbaijan,District,Ağcabədi,Country_Region_ID,AZE-AGC,5df8180267d84795a07f025fb64239f7,,
Azerbaijan,District,Ağdam,Country_Region_ID,AZE-AGM,23a9ffe0f69b45239ca5bae678357dec,,
Azerbaijan,District,Ağdaş,Country_Region_ID,AZE-AGS,4d56b016826f46f4aab6680ce4fa1096,,
Azerbaijan,District,Ağstafa,Country_Region_ID,AZE-AGA,62b36e00efba45dc934794c58ea63552,,
Azerbaijan,District,Ağsu,Country_Region_ID,AZE-AGU,9e08cca1f01444fa946c4bccbfa78151,,
Azerbaijan,District,Astara,Country_Region_ID,AZE-AST,d6ff1b7d2b744cf790ecaba2c4ac9fe0,,
Azerbaijan,District,Babək,Country_Region_ID,AZE-BAB,e9c381911fa64e609e396a23f1a42df9,,
Azerbaijan,District,Balakən,Country_Region_ID,AZE-BAL,5b805e9fc6c54ae481a06b94243b864e,,
Azerbaijan,District,Bərdə,Country_Region_ID,AZE-BAR,deba2385e75e4948a446673bf72cc4e5,,
Azerbaijan,District,Beyləqan,Country_Region_ID,AZE-BEY,a553d3fd5fe14d5ebd0620988089ebae,,
Azerbaijan,District,Biləsuvar,Country_Region_ID,AZE-BIL,bc6cea0e43d8403da70e640294272d1f,,
Azerbaijan,District,Cəbrayıl,Country_Region_ID,AZE-CAB,e4ef3534243543e29cdf4db3eeadb468,,
Azerbaijan,District,Cəlilabab,Country_Region_ID,AZE-CAL,0eafef25962f43c1af98d69a4e803e22,,
Azerbaijan,District,Culfa,Country_Region_ID,AZE-CUL,ebb85c9910854403ba68d5bdce128811,,
Azerbaijan,District,Daşkəsən,Country_Region_ID,AZE-DAS,3b1d9ffcd9434a96852c05cd4ba21cbc,,
Azerbaijan,District,Dəvəçi (obsolete),Country_Region_ID,AZE-DAV,a9cb599fb519404f93290feb6c6590d8,,
Azerbaijan,District,Füzuli,Country_Region_ID,AZE-FUZ,34832b3786cf400784f465ac27aad88a,,
Azerbaijan,District,Gədəbəy,Country_Region_ID,AZE-GAD,2e6b978d268b402ba3f498dcebc25e0c,,
Azerbaijan,District,Goranboy,Country_Region_ID,AZE-GOR,e2264bf9dc0a451e9afb088a310cdb8a,,
Azerbaijan,District,Göyçay,Country_Region_ID,AZE-GOY,82c6dbc79d6c4e30827c7c8ec42fcfa7,,
Azerbaijan,District,Hacıqabul,Country_Region_ID,AZE-HAC,5aaac841bd2c41a19d18eb73cf19bee1,,
Azerbaijan,District,İmişli,Country_Region_ID,AZE-IMI,9401eb2fead24281859703e93f19ac5a,,
Azerbaijan,District,İsmayıllı,Country_Region_ID,AZE-ISM,c8fda151eef743c8b564b1cbaf728ed9,,
Azerbaijan,District,Kəlbəcər,Country_Region_ID,AZE-KAL,0ca3e6d143a9481a97a20ae7c3778f22,,
Azerbaijan,District,Kürdəmir,Country_Region_ID,AZE-KUR,f51e5c41d0234dd5a193c3d9813da7ec,,
Azerbaijan,District,Laçın,Country_Region_ID,AZE-LAC,42ae444e81af40e28f1c89acfc8a632d,,
Azerbaijan,District,Lənkəran,Country_Region_ID,AZE-LAN,63e3efd805db4c60a4a9808a27e6c308,,
Azerbaijan,District,Lerik,Country_Region_ID,AZE-LER,12cd3823ec264947a59c780fc9b9d49a,,
Azerbaijan,District,Masallı,Country_Region_ID,AZE-MAS,e4a6ff6ece214c0793a72527fa7be072,,
Azerbaijan,District,Neftçala,Country_Region_ID,AZE-NEF,1555253dae85466b95dc46ab6851a3c0,,
Azerbaijan,District,Oğuz,Country_Region_ID,AZE-OGU,f9b61300b6904109b3b77e48733bdc8a,,
Azerbaijan,District,Ordubad,Country_Region_ID,AZE-ORD,898795ecf5cf469c9529ff7b88336e95,,
Azerbaijan,District,Qəbələ,Country_Region_ID,AZE-QAB,d62f3c4818fb4b12a296bc51cbc4a519,,
Azerbaijan,District,Qax,Country_Region_ID,AZE-QAX,15adba5026374d458fcee59b4d86fd9c,,
Azerbaijan,District,Qazax,Country_Region_ID,AZE-QAZ,9de1b44d057043b990b4f022ed4bc28b,,
Azerbaijan,District,Qobustan,Country_Region_ID,AZE-QOB,cbdfbf8dfdb14f389b9d68b21203dc04,,
Azerbaijan,District,Quba,Country_Region_ID,AZE-QBA,6c12d26c6daf41ce904d3f26706f2ce2,,
Azerbaijan,District,Qubadlı,Country_Region_ID,AZE-QBI,a2d269b8c25841709ab80983f8fb9d8c,,
Azerbaijan,District,Qusar,Country_Region_ID,AZE-QUS,5ceb56ccb7ae414693d0ec6a70bef59e,,
Azerbaijan,District,Saatlı,Country_Region_ID,AZE-SAT,6a27f3cba7444c91954fa5009317d1ba,,
Azerbaijan,District,Sabirabad,Country_Region_ID,AZE-SAB,c6814f80a62e45e48e44da1c41ed3218,,
Azerbaijan,District,Sədərək,Country_Region_ID,AZE-SAD,0ea1c2c460714763ac772e59f43637c4,,
Azerbaijan,District,Şahbuz,Country_Region_ID,AZE-SAH,b2b7cf10a6c94fbe8f98bfd4f70b11de,,
Azerbaijan,District,Şəki,Country_Region_ID,AZE-SAK,b233d7a929274285b0edbf7f7ba2105b,,
Azerbaijan,District,Salyan,Country_Region_ID,AZE-SAL,a58f4ee925bf4826a6ae187ffe54b202,,
Azerbaijan,District,Şamaxı,Country_Region_ID,AZE-SMI,ab5465bd40394c5b9294f7a537a0f64a,,
Azerbaijan,District,Şəmkir,Country_Region_ID,AZE-SKR,3257b818c72f4f9a8a1ef70361dbe69c,,
Azerbaijan,District,Samux,Country_Region_ID,AZE-SMX,a67071b38fe142a0aa7d470917ca6b7d,,
Azerbaijan,District,Şərur,Country_Region_ID,AZE-SAR,264340fff16d46faab576b23bf653a2d,,
Azerbaijan,District,Siyəzən,Country_Region_ID,AZE-SIY,96181201cf0c48ac8f550c35cfe4c66c,,
Azerbaijan,District,Şuşa,Country_Region_ID,AZE-SUS,ab33a1f3f05b46c5b485dea6eac3c861,,
Azerbaijan,District,Tərtər,Country_Region_ID,AZE-TAR,6a0011dc096845c1aebf56a3653e2b96,,
Azerbaijan,District,Tovuz,Country_Region_ID,AZE-TOV,0bd66c1d4f63457697faecc96fc59043,,
Azerbaijan,District,Ucar,Country_Region_ID,AZE-UCA,a00a36a4d8094e29a8c4f50de936775d,,
Azerbaijan,District,Xaçmaz,Country_Region_ID,AZE-XAC,57c792f303224b81988ebed6aecb3f9a,,
Azerbaijan,District,Xanlar (obsolete),Country_Region_ID,AZE-XAN,6f703de0f2834766bd7e55e0d4a5a1a7,,
Azerbaijan,District,Xızı,Country_Region_ID,AZE-XIZ,affc8bf381944a46b17fba368fcc238a,,
Azerbaijan,District,Xocalı,Country_Region_ID,AZE-XCI,7d0425db5473404bbe3e3bb9a444fa55,,
Azerbaijan,District,Xocavənd,Country_Region_ID,AZE-XVD,1512eb2ff35744279c7943b08cf84329,,
Azerbaijan,District,Yardımlı,Country_Region_ID,AZE-YAR,26d7288b04c042febe2b38e8a9292146,,
Azerbaijan,District,Yevlax,Country_Region_ID,AZE-YEV,97c9391d93f2438c96e2d7fcd51e8d3e,,
Azerbaijan,District,Zəngilan,Country_Region_ID,AZE-ZAN,bf5d21dc0afc42b6a448f069539c4e91,,
Azerbaijan,District,Zaqatala,Country_Region_ID,AZE-ZAQ,02d1199995094130a541761fdf664f19,,
Azerbaijan,District,Zərdab,Country_Region_ID,AZE-ZAR,121944dde11641789315f68e0251519f,,
Azerbaijan,District,Kǝngǝrli,Country_Region_ID,AZE-KAN,ff9bd0c4ae1c4fa38392478ab9591e0f,,
Azerbaijan,District,Göygöl,Country_Region_ID,AZE-GYG,1d1acb2336e14fad8ca19e34b2796f82,,
Azerbaijan,District,Şabran,Country_Region_ID,AZE-SBN,244fc0c63fc648aca78de0f0404545aa,,
Azerbaijan,Municipality,Əli Bayramlı (obsolete),Country_Region_ID,AZE-AB,c9fe0293fdd14147bba2f0af15f211d4,,
Azerbaijan,Municipality,Bakı,Country_Region_ID,AZE-BA,0e4f3d3bc86a4988ac1f03e91a40b8e0,,
Azerbaijan,Municipality,Gəncə,Country_Region_ID,AZE-GA,acf113afb928439c9c5a96882c5a4c2d,,
Azerbaijan,Municipality,Lənkəran,Country_Region_ID,AZE-LA,6bb5ca6af189422eb7e6b8c272127ddd,,
Azerbaijan,Municipality,Mingəçevir,Country_Region_ID,AZE-MI,4509feb0e6e947afa338e26bb4894000,,
Azerbaijan,Municipality,Naftalan,Country_Region_ID,AZE-NA,9f29cdf8185a4aee85570b94dd242b27,,
Azerbaijan,Municipality,Şəki,Country_Region_ID,AZE-SA,c98060c86aef4c9a91bc0322733c935b,,
Azerbaijan,Municipality,Sumqayıt,Country_Region_ID,AZE-SM,d033a95b989042239a53e8ce81de7733,,
Azerbaijan,Municipality,Şuşa,Country_Region_ID,AZE-SS,6ad767522f374b38a1505deccf541d5a,,
Azerbaijan,Municipality,Xankəndi,Country_Region_ID,AZE-XA,95d9a23c156546849d4cfaf32ecb2fe6,,
Azerbaijan,Municipality,Yevlax,Country_Region_ID,AZE-YE,c422c6017dd548e9915ec2f027af1751,,
Azerbaijan,Municipality,Şirvan,Country_Region_ID,AZE-SR,62e3f104c7c54258a4ed0f8ad53d7245,,
